,job_title,company_name,location,post_date,job_description,salary
324,SENIOR IQC ENGINEER,PT PCI Elektronik Internasional,"Batam, Riau Islands",Posted 13h ago,"PT PCI Elektronik Internasional Batam. We are looking for urgently required the following position as:
SENIOR IQC ENGINEER
Qualifications:
S1 (Electrical, Electronic, Mechanical engineering background)
At least 2 years as Senior IQC Engineer in electronic Manufacturing Company
Able to speak and written in English.
Job Description:
Assist QC Manager in execution of QC plan based on the need and requirements, ensure to QC supervisor for effectiveness of working on quality system, monitor all QC process
Assist QC Manager for preparing control process for quality specification drawing for all parts
Verify all the documents prepared by subordinates to prevent mistakes of data collection
Vote any changes, where in his opinion, adversely affect the quality system and quality procedure
Special skills:
Advance Ms. Office Knowledge APQP, PPAP, FMEA, Control Plan, IPC Standard, Six Sigma, 8D report",Not Available
325,AI Engineer,PT EVOLUSI TEKNOLOGI SOLUSI,"Central Jakarta, Jakarta",Posted 1d ago,"Kualifikasi
• Minimal S1 di bidang Computer Science, Information Technology, Data Science, Statistics, Mathematics, atau bidang terkait.
• Memiliki pengalaman minimal 2 tahun di bidang relevan
• Menguasai bahasa pemrograman seperti Python dan pengolahan data menggunakan SQL.
• Berpengalaman menggunakan framework machine learning seperti TensorFlow, PyTorch, atau Scikit-learn.
• Memahami konsep machine learning, predictive modeling, dan data analysis.
• Memiliki pengalaman dalam model deployment dan integrasi model ke sistem aplikasi.
• Memiliki pengalaman di bank merupakan nilai tambah",Not Available
326,Senior Data Center Mechanical Engineer,SM+,Jakarta,Posted 12d ago,"Supervise day-to-day operation and performance of data center cooling systems (CRAC/CRAH, chilled water, pumps, valves, controls) to meet uptime and environmental SLA.
Lead troubleshooting and incident response for cooling/fire system alarms; execute SOP/MOP/EOP and ensure proper escalation until recovery.
Supervise operation, inspection, and maintenance of fire detection & suppression systems (VESDA/smoke detection, FACP, clean agent, pre-action/sprinkler, fire pumps).
Plan and control preventive & corrective maintenance activities, ensuring PTW/LOTO, risk assessment, and zero-impact execution on critical load.
Monitor systems via BMS/DCIM, review trends (temp/humidity/pressure/flow), and take proactive actions to prevent failures.
Manage vendors/contractors for HVAC and fire systems, ensuring SLA performance, quality work, and timely completion of deliverables.
Maintain accurate documentation and reporting: maintenance logs, incident reports, RCA, compliance evidence, and improvement action tracking.
Support commissioning, upgrades, and capacity expansion works, including testing of interlocks/cause & effect for critical systems.

Responsibilities
Bachelor’s in Mechanical Engineering, Building Services, or related field.
Min. 5 years experience in mission-critical facilities (Data Center preferred) with hands-on exposure to cooling + fire systems.
Strong knowledge of: CRAC/CRAH, chilled water loops, pumps, valves, controls logic, sensor calibration; Fire detection & suppression: VESDA, FACP, clean agent, pre-action/sprinkler system.
Familiar with operational governance: SOP/MOP/EOP, LOTO, PTW, change management, RCA.",Not Available
327,Production Engineer (Master Data/Data Analyst),SCG,"Karawang, West Java",Posted 20d ago,"Job Description:
Production Monitoring: Track daily, weekly, and monthly production metrics to ensure targets are met.
Machine Performance Analysis: Analyze data from machine sensors to identify inefficiencies or bottlenecks.
Waste/Defect Reduction: Analyze product damage data to find the root cause.
Raw Material Utilization Optimization: Analyze material usage to ensure cost efficiency.
Data Cleaning: Ensure data obtained from various sources is accurate and relevant.
Dashboard Creation: Develop interactive reports and dashboards using tools to visualize production metrics.
Documentation: Document analysis results and operational findings.
Product Quality Analysis: Collaborate with the QC team to analyze material and finished product testing data to ensure compliance with quality standards.
Quality Trend Analysis: Identify product defect patterns over time for continuous improvement.
Reporting to Management: Communicate analytical findings to production management for informed decision-making.
Team Collaboration: Work closely with production, engineering, and QC teams to address operational issues.

Job Qualification
Bachelor’s degree in Industrial Engineering, Statistics, Mathematics, Information Systems, Mechanical Engineering, or a related field in reputable university.
Minimum 1–3 years of experience in: Production data analysis, Ceramics Manufacturing, Manufacturing environment Operations analysis
Advanced proficiency in Microsoft Excel, including: Pivot Tables , Advanced formulas and data analysis functions
Experience with data visualization tools: Power BI or Tableau (preferred)
Strong understanding of production KPIs: OEE (Overall Equipment Effectiveness), Downtime analysis Yield and reject rate, Cycle time and productivity metrics, Basic knowledge of statistics and data interpretation
Strong analytical and critical thinking skills
Detail-oriented and highly organized
Strong problem-solving ability
Ability to work under deadlines and production targets
Good communication skills to collaborate with production and management teams
Ability to present insights clearly and systematically
Experience in Lean Manufacturing or Continuous Improvement initiatives
Knowledge of Six Sigma methodology
Experience handling large datasets",Not Available
328,Senior Data Engineer,Halodoc,"South Jakarta, Jakarta",Posted 21d ago,"What you’ll Bring
Strong database fundamentals with proficient SQL writing skills
Ability to write clean, scalable and testable code using one of the programming languages (Python will be a Plus)
Excellent analytical and Problem Solving Skills
Ability to communicate effectively with technical and non-technical audience
Ability to design Schema modeling and dimensional modeling
Understand the architecture aspects (e.g. performance , scalability , availability , Security, etc)
Ability to understand the requirements and estimate/plan for Delivery with minimum guidance .
Experience with building data lakehouse  is a Plus
Exposure to cloud methodologies and experience with AWS is a Plus
Experience with data science and machine learning tools and technologies is a plus

What you’ll do
Develop and maintain data lakehouse solution to store structured and unstructured data from internal and external sources
Design and build highly scalable, available ,Securable, efficient data pipelines using new generation tools like Spark, HUDI , Kafka , etc.
Design and build data warehouses using Redshift and Spectrum
Design and Build reusable frameworks to ingest, process , serve data , etc.
You’ll extensively use AWS Analytics Services - DMS, EMR, Athena , S3 , Redshift , etc.
Contribute and adhere to CI/CD processes
Continuously Learn , research and perform POC to make decisions .
Work closely with Data Analyst , Data Scientists , Business Analyst to Serve their data Needs
Participate in Hiring Processes
Demonstrate your know-how of your newly acquired skill through any one/more ways (such as Tech-talks, Blogs, Certification)",Not Available
329,PPIC,PT Comcore Teknologi Indonesia,"North Cikarang, West Java",Posted 1d ago,"About the role

PT Comcore Teknologi Indonesia, a leader in the manufacturing industry. The Company is seeking a talented PPIC (Production Planning & Inventory Control) professional to join their dynamic team. In this full-time role based in Cikarang Utara, West Java, you will play a crucial part in optimizing the company's production planning and inventory management processes.
What you'll be doing
Develop and implement effective production planning strategies to ensure timely and efficient manufacturing of products
Manage inventory levels by analysing demand forecasts, production schedules, and supply chain data
Collaborate with cross-functional teams to align production plans with sales, procurement, and logistics
Monitor and optimize inventory levels to minimize costs while maintaining adequate stock to meet customer demands
Identify and address production bottlenecks and supply chain issues to improve overall operational efficiency
Implement and maintain inventory control systems, including warehouse management and material handling processes
Prepare production and inventory reports, and provide data-driven insights to support decision-making
What we're looking for
Degree in Supply Chain Management, Industrial Engineering, or a related field
Minimum 3-5 years of experience in a PPIC or similar role within the manufacturing industry
Strong analytical and problem-solving skills, with the ability to interpret production and inventory data
Proficient in using enterprise resource planning (ERP) and inventory management software
Excellent communication and collaboration skills to work effectively with cross-functional teams
Ability to multitask, prioritize, and work well under pressure to meet production targets
Understanding of lean manufacturing principles and continuous improvement methodologies
Fluent In English. Proficiency Mandarin will Priority
What we offer

At PT Comcore Teknologi Indonesia, we are committed to providing a supportive and engaging work environment that fosters professional growth and work-life balance. Our comprehensive benefits package includes competitive remuneration, opportunities for career development, and a range of health and wellbeing initiatives to support our employees' overall well-being.
About us

PT Comcore Teknologi Indonesia is a leading provider of innovative manufacturing, transportation, and logistics solutions. With a strong focus on quality, efficiency, and customer satisfaction, we have established ourselves as a trusted partner in the industry. Our team of dedicated professionals is committed to driving continuous improvement and delivering exceptional results for our clients.
If you are excited about this opportunity and believe you have the skills and experience to excel in this role, we encourage you to apply now.",Not Available
330,Senior Data Engineer,PT DAPUR SEHAT INDONESIA,"South Tangerang, Banten",Posted 7d ago,"Healthy Go is Hiring: Data Engineer

Responsibilities:
- Membangun dan mengelola ETL (Extract, Transform, Load) pipeline dari berbagai sumber data (POS, marketing ads, inventory, finance, dll).
- Menulis dan mengoptimalkan query menggunakan SQL untuk kebutuhan reporting dan analisis bisnis.
- Melakukan data cleaning, transformation, dan validation untuk memastikan akurasi dan konsistensi data.
- Mendesain serta mengelola struktur database / data warehouse yang scalable dan efisien.
- Berkolaborasi dengan tim Marketing, Finance, Operation, dan Management untuk memahami kebutuhan data.
- Menyediakan dataset yang siap digunakan untuk monitoring KPI dan dashboard.
- Mengembangkan dan maintain dashboard menggunakan tools seperti Metabase, Apache Superset, atau Google Data Studio.
- Melakukan monitoring, troubleshooting, dan perbaikan jika terjadi error atau perbedaan data.
- Membuat dokumentasi teknis terkait alur data dan sistem yang dibangun.

Requirements:
- Minimal S1 di bidang Teknik Informatika / Sistem Informasi / Ilmu Komputer / Statistik atau bidang terkait.
- Pengalaman 1–3 tahun sebagai Data Engineer (yang terbiasa handle ETL).
- Pengalaman minimal 1–3 tahun sebagai Data Engineer / Data Analyst (yang terbiasa handle ETL).
- Mahir SQL (JOIN, CTE, window function, query optimization).
- Menguasai Python atau scripting language lainnya untuk data processing.
- Memahami konsep ETL, data warehouse, dan data modeling.
- Familiar dengan data visualization tools seperti Metabase, Superset, atau Google Data Studio.
- Memahami konsep database seperti indexing, normalization, dan partitioning.
- Nilai tambah jika memiliki pengalaman dengan cloud platform (AWS / GCP) atau workflow tools (Airflow).",Not Available
331,Engineer Mining,POWER CHINA INTERNATIONAL,"North Bengkulu, Bengkulu",Posted 1d ago,"About the role

Power China International is seeking an experienced Engineer Mining to join our team in North Bengkulu, Bengkulu. As an Engineer Mining, you will play a crucial role in ensuring the efficient and safe operation of our mining operations. This full-time position will see you working on-site and office, contributing to the strategic goals and objectives of our company.
What you'll be doing
Oversee the planning, implementation, and monitoring of mining engineering activities to maximise productivity and ensure compliance with safety standards
Analyze geological data and develop mining plans and designs to optimize resource extraction
Liaise with cross-functional teams to coordinate equipment maintenance, repair, and upgrades
Identify opportunities for process improvements and implement new technologies to enhance mining operations
Monitor and report on key performance indicators to track progress and identify areas for improvement
Ensure all mining activities adhere to relevant regulations, policies, and environmental standards
Provide technical guidance and mentorship to junior engineers and technicians
What we're looking for
Bachelor of Geological Engineering or a related technical discipline
Minimum 5 years of experience in a similar mining engineering role, preferably in the resources and energy sector
Strong understanding of mining equipment, processes, and technologies
Proficient in data analysis, project management, and problem-solving skills
Excellent communication and interpersonal skills to collaborate with cross-functional teams
Demonstrated commitment to safety, quality, and environmental sustainability
Familiarity with relevant mining regulations and industry standards",Rp 10.000.000 – Rp 13.000.000 per month
332,Test & Commissioning Engineer – Chiller (Data Center Project),PT Berca Carrier Indonesia,"Kemayoran, Jakarta",Posted 5d ago,"Job Description
Perform testing and commissioning (Cx Level-3) activities for chiller systems installed in data center facilities.
Support functional testing (Cx Level-4) and Integrated System Test (Cx Level-5) of the chiller plant.
Perform troubleshooting and problem analysis related to mechanical, electrical, and control systems of the chiller during commissioning activities.
Coordinate with project coordinators, contractors, vendors, and client representatives during commissioning stages.
Ensure all commissioning activities comply with safety standards, project procedures, and data center operational requirements.

Qualifications
Minimum D3/ S1 in Mechanical Engineering, or HVAC/Refrigeration Engineering.
0–3 years of experience in HVAC, refrigeration, or chiller system engineering.
Fresh graduates are welcome to apply, preferably with internship or project experience related to HVAC systems or building mechanical systems.
Basic understanding of chiller systems, refrigeration cycle, and HVAC components.
Familiarity with testing, commissioning activities, or system troubleshooting will be an advantage.
Knowledge of control systems and Variable Frequency Drive (VFD) is preferred.
Experience working in data center, industrial, or commercial building projects will be considered an added value.
Willingness to travel and work at project sites, including data center environments.",Not Available
333,Data Center Facility Engineer,FARBEN INFORMATION (SINGAPORE) PTE. LTD.,Jakarta,Posted 1d ago,"Job Summary
The Data Center Facilities Engineer is responsible for the daily operation, maintenance, and optimization of data center infrastructure, including electrical, HVAC, and ELV systems and Fire Protection. This role ensures facility reliability, safety, and efficiency through proactive monitoring, risk management, and continuous improvement.
Perform daily operation, maintenance, and routine inspectionsprovement. The position requires hands-on technical ability, strong analytical skills, and strict adherence to operational and emergency procedures.
Key Responsibilities
Data center electrical, HVAC, and ELV systems and Fire Protection, ensuring stable and continuous operation.
Execute scheduled preventive maintenance (PM) plans and handle system faults promptly and accurately.
Conduct facility safety, risk, capacity, and availability management, continuously optimizing systems to improve operational efficiency and cost-effectiveness.
Maintain infrastructure data accuracy (100%), regularly check alarm configurations, and ensure monitoring platform stability and reliability.
Conduct facility inspections per company requirements, including equipment status checks, MOP (Method of Procedure) review, and maintenance tracking.
Respond rapidly to incidents and emergencies following EOP (Emergency Operation Procedures) and incident management standards; provide on-site support and reorting.
Analyze root causes of incidents, conduct post-event reviews, and summarize lessons learned for continuous improvement.
Familiarize with the power distribution, cooling, and ELV architecture within assigned data centers; quickly locate and resolve faults when issues occur.
Prepare and implement change MOPs independently, ensuring no incidents result from planned changes.
Participate in optimization and upgrade projects, ensuring smooth on-site execution and coordination.
Propose technical improvements or modification plans for infrastructure monitoring, capacity, safety, and availability.
Provide technical guidance, mentorship, and training for frontline operation staff.
Ensure quick response and arrival per incident management policy.
Strictly comply with all operational procedures, safety policies, and company regulations.

Qualifications
Education: Full-time college diploma or above (Associate Degree or higher).
Major: Electrical Engineering, HVAC, or other related disciplines.
Experience: Minimum 3 years of relevant experience in data center facility operation and maintenance.
Strong understanding of data center infrastructure systems, including electrical distribution, cooling, ELV, and monitoring systems.
Familiar with mainstream facility brands and models, capable of identifying differences and proposing optimization suggestions.
Demonstrated ability to conduct root cause analysis and implement effective preventive actions.
Capable of independent MOP preparation and execution with zero error rate.
Excellent sense of responsibility, teamwork, and attention to operational details.
Willingness to work in shift rotations and support emergency response when required.",Not Available
334,Business Analyst,PT Sinarmas LDA Maritime,"Central Jakarta, Jakarta",Posted 14h ago,"We’re seeking a Business Analyst with a strong background in Analytical and Business Plan.

Responsibilities:
Data-Driven Business Support: Conduct detailed analysis and interpretation of data to optimize business operations and support strategic decision-making.
Business Planning & Financial Modeling: Develop comprehensive business plans for new opportunities, including P&L statements, cash flow analysis, balance sheets, NPV assessments, and complex financial models to evaluate business viability.
Project Management & Coordination: Oversee multiple projects by setting timelines, creating project plans, and coordinating resources across internal teams and external partners to ensure successful execution.
Stakeholder Presentations: Prepare and deliver impactful presentations to senior management and clients, clearly communicating insights and strategic recommendations.
Network Expansion: Drive the expansion of the company’s network within Indonesia or abroad, building partnerships and strengthening the company's presence in the market.

Qualifications (Job Competencies)
Bachelor’s degree in Business, Finance, Economics, Engineering, or a related field from a reputable university (MBA or equivalent preferred).
3+ years of experience in business analysis, business development, or a similar role; experience with a Big 4 consulting firm preferred. Knowledge of the shipping, logistics, or mining sectors is advantageous.
Proven experience in analytical, strategic planning, market research, and financial modeling.
High attention to detail, with a proactive, solution-oriented approach.
Strong proficiency with analytical tools (e.g., Excel, Power Point, VBA, BO Appreciated).
Exceptional communication and presentation skills with the ability to influence stakeholders at all levels.
Proficiency in English (oral and written).",Not Available
335,IT Management Information System - Data Warehouse Engineer,OTO Group,"South Jakarta, Jakarta",Posted 26d ago,"Lingkup Pekerjaan:
Bertanggung jawab untuk merancang, membangun, mengembangkan, menyimpan, memelihara, dan menjaga keamanan data warehouse, data mart, serta operational data support lainnya yang bersumber dari database produksi dan data eksternal, dengan memastikan semua proses sesuai dengan kebijakan IT. Tugas utama adalah memastikan data yang diperlukan oleh pengguna akhir tersedia dengan cepat dan akurat untuk mendukung operasional serta pengembangan bisnis perusahaan.      

Kualifikasi:
Pendidikan S1 Bidang IT dengan IPK minimal 3.00
Memiliki pengalaman relevan minimal 2-3 tahun
Memiliki kemampuan analisa, konseptual dan komunikasi yang baik

Kualifikasi Teknis:
Menguasai Basic Transact SQL Script Programming, Microsoft SQL Server 2019, ETL Tools (SSIS, Azure Data Fabric, Hadoop) dan tools sejenis, serta Microsoft Excel dan fitur-fiturnya seperti PivotTable, Power Pivot, Power Query, Power View, VBA/Macro
Menguasai OS Windows Client atau Server
Menguasai konsep RDMS, Data Warehouse, Data Mart maupun Operational Data Support lainnya dan dapat membuat design database dengan baik
Pernah menggunakan SSMS, SSDT dan software tools lain seperti Visual Studio Code, lain-lain (nilai tambah)
Menguasai OLAP/CUBE/SSAS & Reporting Tools (SSRS, Power BI, Tableau, Excel) (nilai tambah)
Memiliki pengetahuan dasar mengenai pemograman python dan bahasa pemograman analytic sejenis
Familiar dengan proses SDLC dan dapat bekerja di dalam Agile environment/development
Penempatan di Kantor Pusat, Gd. Summitmas 2 Jakarta Selatan

Kompensasi & Benefit:
Jenjang Karir
Gaji Pokok & Tunjangan Harian
Asuransi Kesehatan
BPJS Ketenagakerjaan & BPJS Kesehatan
THR",Not Available
336,Production Process Staff,PT Maxxis International Indonesia,"Cikarang, West Java",Posted 10h ago,"Requirement:
Candidate must possess at least Diploma or Bachelor's Degree in Engineering (Industrial).
Required language(s): Bahasa Indonesia, English.
At least minimum 1 Year(s) of working experience in the related field is required for this position.
Required Skill(s): production analyst, production defect, production management.
Have good communication and coordination skills.
Good analytical thinking and problem solving.
Mastering QC 7 tools.
Mastering in Ms. Excel (Pivot Table & Graphics).
Understand the application of 4M and QCC analysis.
Willing to work in shifts

Job Descriptions:
Able and know to make analysis, calculation and execution for production defect.
Presenting defective product data in the form of reports according to requirements
Investigating the root causes of NG product failure
Coordinate with related units to conduct data collection trials or process analysis
Compare the actual conditions of semi-finished materials and manufacturing process parameters with established standards
Conduct daily inspections of defective products and process daily data for classification
Assist the Production unit in tracking production parameter history to ensure that parameter changes do not affect the quality of finished goods.
Monitor test conditions and progress in a timely manner
Adjust test parameters to achieve optimal results and report back to R&D
Conduct tyre endurance tests (endurance, high-speed and static) as well as physical tests on tread rubber and tyre structural dimensions",Not Available
337,Software Development Engineer Backend,Halodoc,Jakarta,Posted 11h ago,"The Ideal Candidate:
Extensive experience with at least one object-oriented programming language (preferably Java)
Thrives in a fast-paced, startup environment with high levels of ownership and commitment
A quick learner, with the ability to adapt to new technologies and tools
Excellent coding skills, capable of turning designs and ideas into clean, well-tested code
Experience in building scalable backend systems, with a strong focus on reliability, scalability,
availability, performance, and security in distributed systems
Proficient in developing RESTful services with a solid understanding of microservices architecture
and real-world trade-offs
Experience working with both relational and non-relational databases, queueing infrastructure,
and caching systems

Tech Stack:
Proficient in Java (Java 8, Lambdas, Collections, and popular frameworks/libraries), with
hands-on experience in JVM tuning and performance optimization
Experience with REST frameworks/libraries like Spring MVC, Spring Boot, Dropwizard, and REST
Express
Familiarity with relational databases such as MySQL, Oracle, or Postgres
Knowledge of non-relational data stores like Cassandra, HBase, Couchbase, and MongoDB
Worked with caching systems like Redis, Memcached, Aerospike, or Riak
Experience with queueing infrastructure such as Kafka, RabbitMQ, or ActiveMQ",Not Available
338,Data Engineer Section Head,PT Triputra Agro Persada,"South Jakarta, Jakarta",Posted 25d ago,"DESKRIPSI PEKERJAAN:
Mengembangkan dan mengelola proses extract-transport-load untuk mengumpulkan, membersihkan, mengubah, dan memuat data dari berbagai sumber serta memastikan kualitas data selama proses berlangsung.
Mengelola database relasional dan non-relasional serta menyelesaikan masalah teknis yang muncul.
Membuat penjagaan keamanan dan privasi data sesuai dengan kebijakan perusahaan dan regulasi.
Mendukung pengembangan aplikasi dan proyek-proyek yang membutuhkan data.
Menyusun dokumentasi teknis terkait perkerjaan yang dilakukan.
Melaksanakan tugas-tugas lainnya yang diberikan oleh atasan sesuai dengan tujuan dan norma yang berlaku di perusahaan.

KUALIFIKASI:
Pendidikan minimal S1 Ilmu Komputer / Teknik Informatika atau bidang terkait.
Pengalaman minimal 5 tahun sebagai Data Engineer.
Menguasai proses ETL serta pengelolaan database (Oracle, PostgreSQL, MySQL, MongoDB).
Memahami konsep data pipeline (Python, Airbyte, Kafka), data warehouse (Snowflake), dan data lineage.
Memahami konsep database relasional dan non-relasional.",Not Available
339,BUSINESS OPERATION EXECUTIVE/MANAGER,PT PCI Elektronik Internasional,"Batam, Riau Islands",Posted 14h ago,"PT PCI Elektronik Internasional Batam. We are looking for urgently required the following position as:
BUSINESS OPERATION EXECUTIVE/MANAGER
Qualifications:
Minimum a bachelor’s degree in engineering (Electronics or Mechanical) or Business, or any related Field
2-5 years of experience in sales support role in electronics industry is required 
A person who is meticulous in his/ her work and have good eye for details 
Good communication skills and command of English to communicate with various internal Stakeholders
If can speak Mandarin is advantage
Having advanced level skills on MS Excel, MS PowerPoint and database extraction skills 
Having experience in Microsoft dynamic CRM, MS Excel, Power BI 
Job Description:
Utilize quotation guidelines and cost data to determine pricing for quotations.
Read and understand engineering specifications and mechanical drawings.   
Ensure that quotations are delivered to Business Development for review before submission to customer and follow up to address any questions or concerns in a timely manner.                   
Collaborate with sales representatives and product managers to understand customer requirements and objectives.
Develop comprehensive business proposals that outline the value proposition, scope of work, pricing, terms and conditions, and other relevant details. 
Customize proposals to address specific customer needs and preferences, ensuring alignment with company capabilities and objectives. 
Maintain accurate records of quotations, proposals, and related documentation using CRM software or other tools like Polydyne and the helpdesk.
Coordinate internally to schedule an RFQ kick-off meeting led by the respective BD and arrange a follow-up call or meeting with the team to check the RFQ status.     
Design and execute market research projects to gather data on industry trends, market segmentation, customer preferences, and competitive landscape.
Analysed research findings using statistical techniques, data visualization tools, and qualitative analysis methods.
Interpret research results to extract actionable insights and implications for business strategy",Not Available
340,Data Analyst Officer,PT Asuransi Raksa Pratikara,"Central Jakarta, Jakarta",Posted 13h ago,"Are you someone who enjoys working in an environment where data integrity, actionable insights, and strategic growth really matter?
PT Asuransi Raksa Pratikara is a trusted insurance company that continues to scale its digital systems. As our technology grows, so do the challenges — and that’s where you come in.
We’re looking for a Data Analyst who’s curious, detail-oriented, and comfortable bridging the gap between raw numbers and business strategy. You’ll work hands-on with SQL and visualization tools, monitor key performance metrics, uncover trends, and help strengthen our data-driven decision-making.
This role is perfect for someone who likes digging into complex datasets, solving business problems, building dashboards, and constantly learning new analytical methods. Your work will directly impact operational efficiency, risk assessment, and future business strategies.
If you enjoy hands-on data storytelling, learning fast, and turning information into real business value, you’ll fit right in.

What You’ll Do:
Interpret complex datasets to analyze key metrics (e.g., sales trends, customer behavior, or operational costs) and provide actionable recommendations.
Design, build, and maintain self-serve dashboards using BI tools (Power BI, Tableau, or Looker) to democratize data access.
Write and optimize SQL queries.
Analyze historical data patterns to forecast future trends, seasonality, and the impact of business initiatives.
Validate data accuracy and consistency, working with engineering teams to resolve discrepancies in pipelines or source systems.
Identify manual reporting processes and automate them using SQL, Python, or other tools to improve efficiency.
Partner with non-technical stakeholders (Managers, Marketing, Ops) to translate business questions into data requirements..
Maintain clear documentation for data definitions, metrics logic, and reporting processes.
Communicate technical findings clearly to diverse audiences, ensuring insights lead to measurable business decisions.
What We’re Looking For:
Bachelor’s degree in Mathematics, Statistics, Computer Science, Economics, or a related quantitative field.
Minimum 1–2 years of experience in data analysis, business intelligence, or a relevant role.
Strong mastery of SQL (joins, window functions, CTEs) is mandatory.
Proven experience creating interactive dashboards and reports using Power BI, Tableau, or Qlik.
Advanced proficiency in Excel/Google Sheets; basic knowledge of Python or R for data manipulation is a strong plus.
Excellent verbal and written communication skills, with the ability to explain complex data to non-technical teams.
Specific attention to detail, a proactive problem-solving attitude, and the ability to work in a fast-paced, agile environment.",Rp 6.500.000 – Rp 9.500.000 per month
341,IT Engineer/Manufacturing System Innovation,Daikin Industries Indonesia,"Cikarang Pusat, West Java",Posted 12d ago,"Qualification:
Bacheloor Degree in Information Engineering, Industrial Engineering, Machine Engineering, Mechatronics Engineering.
2–5 years of experience in software development for manufacturing/industrial systems.
Proficiency in C# / .NET for industrial application development (desktop, service, API, or web-based systems).
Experience in IoT system development, including data acquisition, device communication, and real-time monitoring.
Understanding of MES (Manufacturing Execution System): production tracking, machine status, OEE, traceability, and NG/defect data.
Capable of communicating data with PLC (e.g., OPC UA, Modbus, Ethernet/IP, Profinet, Mitsubishi/Siemens/Omron protocol).
Understanding of databases (SQL Server / MySQL / PostgreSQL), query optimization, and data modeling for production systems.
Able to perform deep root cause analysis on production system problems, PLC communication issues, data mismatches, and performance bottlenecks.
Accustomed to analyzing production data to find patterns, anomalies, and improvement opportunities.
Able to read and understand manufacturing process flows and translate them into systems/applications.
Knowledge of ISO 9001 / 14001 / 27001 / 45001.

Job Descriptions:
Develop and maintain IoT, MES, and C#/.NET-based production systems according to factory operational needs.
Design and implement IoT–PLC connections for machine data acquisition (status, alarms, cycle time, counters, process parameters).
Handle troubleshooting on IoT systems, MES, PLC connections, and SAP integration that impact the production process.
Conduct in-depth root cause analysis of system problems, data errors, latency, or software-related downtime.
Identify opportunities for automation and digitalization to increase productivity, reduce NG, and minimize manual input.
Develop monitoring features such as machine stop time, OEE, defect analysis, traceability, and maintenance data.
Develop technical documentation, including system architecture, data flow, and user manuals.
Coordinate with Production, Engineering, Maintenance, Quality, and IT to ensure the system meets process requirements.",Not Available
342,IT Project Manager,PT Airmas Perkasa,"West Jakarta, Jakarta",Posted 1d ago,"Deskripsi Pekerjaan:
Memimpin dan mengelola seluruh siklus proyek IT infrastruktur dan System Integration dari inisiasi hingga serah terima (BAST).
Menyusun perencanaan proyek komprehensif termasuk jadwal (timeline), anggaran (budget) dan alokasi sumber daya.
Melakukan pengawasan teknis terhadap instalasi infrastruktur (Server, Storage, Network) dan system integration untuk memastikan kesesuain dengan desain.
Mengelola hubungan dengan klien (B2B/B2G) dan principal vendor untuk memastikan ekspektasi proyek terpenuhi.
Melakukan mitigasi risiko teknis dan operasional yg muncul selama masa implementasi di lapangan.
Menyusun dokumentasi proyek formal seperti BRD, WBS dan laporan progress mingguan.
Mengelola koordinasi tim engineer dan sub-kontraktor untuk mencapai target milestone proyek.

Kualifikasi;
Lulusan pendidikan S1 Teknik Informatika atau Sistem Informasi
Memiliki sertikasi Wajib : Project Management Professional (PMP)",Not Available
343,Growth Strategy Manager,PT INDONESIA LOGAM PRATAMA,"South Tangerang, Banten",Posted 13h ago,"Responsibilities :
Develop growth strategies based on market research, data analysis, and business objectives
Conduct competitor benchmarking and industry analysis to identify growth opportunities
Identify and evaluate new revenue streams, partnerships, and product initiatives
Collaborate with Product and Marketing teams to design and execute growth experiments and initiatives
Analyze key growth metrics (CAC, LTV, conversion, retention) and provide strategic recommendations
Lead strategic projects related to market expansion, new product initiatives, or monetization strategies
Prepare business cases and strategic presentations for leadership decision making

Qualifications :
Bachelor’s degree in Business, Economics, Finance, Marketing, Engineering, or related fields.
Master’s degree (MBA or equivalent) is a plus
Minimum 5 years of experience in strategy, growth, product strategy, consulting, or business development
Experience in fintech, financial services, digital platform, or startup environment is preferred
Proven experience in market analysis, growth strategy, and data-driven decision making
Experience working with cross-functional teams and leading strategic initiatives",Not Available
